거래번호,거래일자,계정과목,거래처,금액,적요,담당자,승인자,이상여부,이상유형
TXN0000007492,2025-05-14,현금,주식회사 첨단랩스,2097470,현금 입금,구은경,강영자,0,
TXN0000007476,2025-02-28,접대비,(유) 글로벌,455980,회식비,김서연,김영진,0,
TXN0000006569,2025-10-27,매출,유한회사 글로벌반도체,8363674,제품 판매,우경희,강민지,0,
TXN0000004073,2025-06-24,임차료,(유) 중앙정보통신,1611997,사무실 임차료,김지현,이민재,0,
ANO0000000506,2025-11-09,매입,(주) 한빛유니온센터,2000000,물품 구매,하정수,김서영,1,라운드 금액
TXN0000006178,2025-03-21,임차료,(유) 에코솔루션,1440163,창고 임차료,김정웅,이상호,0,
TXN0000005683,2025-11-23,급여,(주) 넥스트,4140571,급여 지급,구경자,이은영,0,
TXN0000000931,2025-08-30,접대비,(유) 월드고구려금고,240945,회식비,문영환,이미영,0,
TXN0000000184,2025-08-04,현금,주식회사 스타연구소,945790,소액 경비,윤민수,박지원,0,
TXN0000000173,2025-03-05,매입,(주) 스타제나뷰티,758755,소모품 구매,곽정수,박영식,0,
TXN0000006929,2025-10-08,급여,유한회사 코리아,3301556,퇴직금 지급,박정훈,이시우,0,
TXN0000005503,2025-03-02,매입,주식회사 한가람,4866619,상품 매입,한은영,전정숙,0,
TXN0000000795,2025-02-01,급여,주식회사 푸른에코바이오,2243261,상여금 지급,차도현,이순자,0,
TXN0000000409,2025-04-08,임차료,(유) 브레인소프트,2276410,창고 임차료,서경자,홍하은,0,
TXN0000000423,2025-01-24,접대비,(주) 나루,369878,선물비,안정웅,박서윤,0,
TXN0000004058,2025-10-16,임차료,(주) 모두미래정보통신,2082532,사무실 임차료,최경희,이성호,0,
TXN0000002191,2025-07-14,접대비,유한회사 원더,266436,선물비,송현숙,오영수,0,
TXN0000004906,2025-10-04,접대비,(유) 국민,177179,회식비,박경수,김춘자,0,
TXN0000001025,2025-12-01,여비교통비,유한회사 에코은행,85433,출장비,김옥자,이영희,0,
TXN0000001972,2025-01-20,매입,(유) 시너지스타자동차,4220706,원재료 구매,이준혁,이경수,0,
TXN0000007737,2025-06-17,임차료,유한회사 코어전자,822214,창고 임차료,이상호,문현준,0,
TXN0000004893,2025-07-28,여비교통비,유한회사 신라한가람에너지,108501,숙박비,차은지,황정순,0,
TXN0000002222,2025-06-28,매입,유한회사 이노조선출판,3958275,원재료 구매,김순자,이지후,0,
TXN0000002373,2025-01-21,임차료,주식회사 코리아고려전자,1687239,창고 임차료,김상호,장은정,0,
TXN0000006406,2025-09-24,여비교통비,(주) 우리항공,57566,교통비,송민준,김영자,0,
TXN0000001418,2025-06-21,여비교통비,(유) 코리아,106658,숙박비,백상철,황하은,0,
TXN0000006676,2025-10-27,접대비,주식회사 미래원더플랫폼,197498,회식비,강채원,김은정,0,
TXN0000002828,2025-03-05,임차료,(유) 푸른,829085,사무실 임차료,남준혁,김승현,0,
TXN0000002459,2025-06-28,매입,주식회사 씨앤씨은행,4714611,상품 매입,이영식,김지영,0,
TXN0000005634,2025-10-14,여비교통비,유한회사 한빛코리아에이아이,156748,출장비,김상호,이미정,0,
TXN0000001867,2025-01-31,매출,유한회사 시너지비전자동차,679521,용역 제공,최춘자,김서영,0,
TXN0000002670,2025-09-08,급여,(유) 라온네트웍스,4566935,상여금 지급,김영일,황현지,0,
TXN0000000381,2025-01-27,임차료,(유) 하나에코기술,739937,창고 임차료,오영희,박영일,0,
TXN0000004591,2025-12-07,여비교통비,(유) 제나소프트,194172,출장비,지지민,허지영,0,
TXN0000007514,2025-06-20,임차료,(주) 윈드,2475098,창고 임차료,안지현,강서준,0,
TXN0000002352,2025-02-12,매출,주식회사 마음,6404696,수수료 수입,이미숙,한건우,0,
TXN0000001631,2025-12-04,임차료,주식회사 라온,2570348,사무실 임차료,지지아,김옥자,0,
ANO0000000819,2025-06-02,접대비,동일거래처,450000,거래처 접대,홍민수,이영환,1,중복거래
ANO0000000153,2025-01-26,여비교통비,유한회사 이노,7730575,출장비,배지영,허정숙,1,비정상적 금액
TXN0000005355,2025-06-06,접대비,(유) 넥스트신라자동차,428433,선물비,박영일,김건우,0,
TXN0000006710,2025-06-30,현금,(주) 한가람,2394952,현금 출금,이성민,이예준,0,
ANO0000000728,2025-06-21,현금,(주) 한가람네트웍스,800095,긴급 지출,김지민,신정순,1,주말 거래
TXN0000005528,2025-12-22,매출,(유) 에코은행,4714472,수수료 수입,이지아,홍은경,0,
TXN0000000957,2025-01-30,여비교통비,(유) 백제,46179,교통비,차미정,조현우,0,
TXN0000006646,2025-11-28,현금,(유) 코어자동차,4856637,현금 출금,최숙자,문현숙,0,
TXN0000001496,2025-09-27,급여,주식회사 모두코어보안,3347985,상여금 지급,권지은,이영식,0,
TXN0000006609,2025-08-04,여비교통비,유한회사 씨앤씨코어네트워크,111141,출장비,강은경,박상현,0,
TXN0000001737,2025-06-19,매출,주식회사 코어,1374835,용역 제공,홍정웅,박미경,0,
ANO0000000386,2025-01-23,접대비,동일거래처,450000,거래처 접대,강미경,최은영,1,중복거래
TXN0000003670,2025-04-25,급여,(주) 한강뷰티,3914361,급여 지급,이영수,나도윤,0,
TXN0000002802,2025-11-13,접대비,(주) 코어조선솔루션,279177,회식비,박재현,김정자,0,
TXN0000001452,2025-06-24,매출,주식회사 중앙스타솔루션,1654246,제품 판매,이준서,문승민,0,
TXN0000006280,2025-07-22,매출,(유) 스타국민전자,8180468,제품 판매,손상호,김준호,0,
TXN0000005711,2025-11-17,접대비,주식회사 코리아유통,390470,거래처 접대,오정식,한은경,0,
TXN0000004879,2025-11-16,현금,유한회사 마루,1273563,현금 입금,김재현,최재호,0,
TXN0000002701,2025-10-08,현금,(유) 미래기술,2466914,소액 경비,이민재,고민서,0,
TXN0000004873,2025-02-19,여비교통비,주식회사 인포전자,51469,숙박비,이지아,김지은,0,
TXN0000000106,2025-05-07,매입,(유) 한강다올뷰티,3918542,원재료 구매,김시우,홍영순,0,
TXN0000004567,2025-06-25,매출,(유) 한빛유통,9481311,용역 제공,최정웅,김하은,0,
TXN0000000170,2025-10-20,급여,(주) 원더,3981878,급여 지급,장현주,이성진,0,
TXN0000008565,2025-09-21,접대비,주식회사 한강연구소,367228,회식비,김성현,홍영일,0,
ANO0000000112,2025-12-17,접대비,특정거래처,91817,소액 접대,김철수,윤종수,1,빈번한 소액거래
TXN0000005636,2025-02-18,접대비,주식회사 보람,65310,회식비,서영철,박영자,0,
ANO0000000065,2025-10-09,매입,(유) 글로벌엔지니어링,5000000,물품 구매,권종수,박종수,1,라운드 금액
TXN0000004035,2025-04-19,접대비,(주) 가람,390269,회식비,이예은,이상현,0,
TXN0000000718,2025-12-15,급여,유한회사 가온,4165064,상여금 지급,정서현,김광수,0,
TXN0000001291,2025-04-19,급여,주식회사 가람기획,4987828,상여금 지급,김경희,이지혜,0,
TXN0000008155,2025-10-29,급여,주식회사 네오금고,2138886,상여금 지급,홍영미,김동현,0,
TXN0000006554,2025-09-23,매출,(주) 중앙라온네트웍스,2271492,수수료 수입,우영길,김예지,0,
TXN0000006804,2025-11-07,현금,주식회사 미래은행,2326544,현금 입금,이지민,박옥순,0,
TXN0000005650,2025-06-04,현금,(주) 코어고려기획,120098,현금 출금,배영호,이영숙,0,
TXN0000001431,2025-04-09,급여,(주) 백제나루유통,2244139,급여 지급,강성진,이현우,0,
TXN0000005132,2025-05-15,현금,(유) 고려플랫폼,971888,소액 경비,장승민,한준혁,0,
TXN0000002423,2025-12-29,접대비,(유) 이노가온연구소,327904,회식비,황종수,김은정,0,
TXN0000001277,2025-05-12,급여,(유) 에코,2303205,급여 지급,장은경,손정호,0,
TXN0000006684,2025-09-22,매입,(주) 비전상사,2342495,원재료 구매,최채원,김승민,0,
TXN0000000651,2025-04-29,매출,(유) 글로벌씨앤씨정보통신,6617295,수수료 수입,이명숙,배영식,0,
TXN0000004505,2025-08-06,매출,주식회사 에코,8962389,수수료 수입,홍미숙,안정수,0,
TXN0000006118,2025-02-05,매입,(유) 우리,2708362,상품 매입,한정숙,박수빈,0,
TXN0000008215,2025-04-08,접대비,유한회사 스타,139907,회식비,김민석,최상호,0,
TXN0000004325,2025-09-04,임차료,유한회사 보람개발,1011311,창고 임차료,이영철,이명숙,0,
TXN0000006536,2025-11-20,급여,(주) 라온모두시스템,3675050,상여금 지급,양승현,김아름,0,
ANO0000000730,2025-09-25,매입,(주) 원더시너지소프트,5000000,물품 구매,이현숙,장영환,1,라운드 금액
TXN0000008776,2025-12-17,접대비,주식회사 라온유통,317113,회식비,황윤서,김하윤,0,
ANO0000000715,2025-01-05,현금,(주) 브레인첨단항공,368333,긴급 지출,심영호,강예준,1,주말 거래
TXN0000002300,2025-06-05,현금,주식회사 가람에이아이,684835,현금 출금,박지원,이민재,0,
TXN0000008765,2025-08-14,매입,(유) 고려,2309047,상품 매입,김윤서,김영미,0,
TXN0000004428,2025-08-28,매입,(주) 신라,3120872,소모품 구매,한영진,김은지,0,
ANO0000000690,2025-09-27,현금,주식회사 라온기술,624571,긴급 지출,김중수,최재현,1,주말 거래
TXN0000004412,2025-01-26,매입,(유) 이노백제네트워크,2268121,원재료 구매,황상훈,김정자,0,
TXN0000002520,2025-04-13,현금,주식회사 고구려,3431484,현금 입금,김지우,나재현,0,
TXN0000008029,2025-03-21,매출,(주) 중앙,9515667,용역 제공,류진우,황영수,0,
ANO0000000408,2025-02-25,접대비,동일거래처,450000,거래처 접대,홍지민,박병철,1,중복거래
TXN0000001763,2025-04-25,임차료,유한회사 국민,2229923,창고 임차료,심영진,김서준,0,
TXN0000003920,2025-07-09,매입,(유) 가람네트워크,1348872,소모품 구매,최진호,김민수,0,
TXN0000008682,2025-08-10,여비교통비,주식회사 미래,197502,숙박비,김윤서,홍진우,0,
ANO0000000980,2025-09-10,접대비,동일거래처,450000,거래처 접대,오미경,박예진,1,중복거래
TXN0000007441,2025-08-20,매입,유한회사 첨단,1973836,소모품 구매,이상철,박예진,0,
TXN0000007150,2025-06-21,급여,유한회사 글로벌연구소,2017572,급여 지급,김지영,김지연,0,
TXN0000004189,2025-11-20,여비교통비,(유) 한강라온시스템,54101,교통비,박순옥,김진우,0,
TXN0000000711,2025-11-22,매입,유한회사 넥스트,246743,소모품 구매,이채원,황숙자,0,
TXN0000003887,2025-08-29,현금,(주) 푸른,1484466,현금 입금,김민지,김준호,0,
TXN0000005934,2025-02-07,현금,(주) 백제,294699,현금 출금,송영진,배옥자,0,
TXN0000005506,2025-12-28,임차료,(주) 백제연구소,2676353,창고 임차료,이현숙,배서영,0,
TXN0000005617,2025-07-05,여비교통비,유한회사 에코푸른그룹,59130,교통비,서은주,최춘자,0,
TXN0000001218,2025-08-07,매입,유한회사 고려자동차,3789768,원재료 구매,권예은,이하은,0,
TXN0000003414,2025-05-27,접대비,유한회사 한강나루출판,104796,선물비,박수진,문서영,0,
TXN0000003204,2025-10-04,매입,유한회사 시너지그룹,538024,원재료 구매,고정남,김정웅,0,
TXN0000008180,2025-12-08,임차료,유한회사 스타,1809763,창고 임차료,박준서,이명자,0,
TXN0000007622,2025-03-09,매입,주식회사 조선고려랩스,3961880,원재료 구매,이지은,박은경,0,
TXN0000004618,2025-12-20,현금,(유) 모두자동차,3652950,현금 입금,김예지,김영식,0,
TXN0000006200,2025-02-16,임차료,유한회사 고려센터,728334,창고 임차료,김영희,김정훈,0,
TXN0000001469,2025-12-06,임차료,(유) 고려,1073188,사무실 임차료,송준호,최영일,0,
TXN0000007776,2025-08-30,임차료,주식회사 글로벌엔지니어링,1608303,사무실 임차료,김미영,김영숙,0,
TXN0000000901,2025-02-08,현금,주식회사 윈드겨레시스템,4739037,소액 경비,이순옥,서정호,0,
ANO0000000582,2025-03-04,여비교통비,(주) 시너지,5205873,출장비,이서준,이진우,1,비정상적 금액
TXN0000008742,2025-04-27,급여,(유) 마루시너지연구소,4959500,상여금 지급,김민지,이경자,0,
TXN0000004421,2025-11-15,현금,(주) 고려개발공사,1633332,현금 출금,박진호,양성현,0,
TXN0000001634,2025-01-15,접대비,유한회사 푸른에이아이,493967,거래처 접대,이민서,김예지,0,
TXN0000001300,2025-01-21,현금,유한회사 글로벌스타개발공사,2721014,소액 경비,이미정,장선영,0,
TXN0000008001,2025-10-03,접대비,(유) 넥스트개발공사,84926,선물비,김준혁,박은지,0,
ANO0000000723,2025-01-15,매입,(주) 발해씨앤씨금고,2000000,물품 구매,이성수,나경자,1,라운드 금액
TXN0000003558,2025-05-23,현금,유한회사 신라바이오,2923803,현금 출금,배명자,김준호,0,
TXN0000001029,2025-08-29,여비교통비,유한회사 보람,87276,출장비,김지혜,양주원,0,
TXN0000000289,2025-09-01,매출,(주) 가온국민은행,7237901,수수료 수입,김영일,박순자,0,
ANO0000000472,2025-03-15,접대비,동일거래처,450000,거래처 접대,박지민,안정희,1,중복거래
TXN0000008212,2025-10-07,매입,유한회사 이노금고,4384762,상품 매입,성민수,박상호,0,
ANO0000000186,2025-02-27,여비교통비,(유) 나루테크,7122882,출장비,황예원,김종수,1,비정상적 금액
TXN0000000935,2025-05-12,접대비,(유) 백제에코랩스,174325,거래처 접대,이현주,이춘자,0,
TXN0000008272,2025-06-25,접대비,(유) 우리,96772,거래처 접대,김서영,장미영,0,
ANO0000000064,2025-08-23,현금,(유) 인포개발공사,885466,긴급 지출,김민수,권하윤,1,주말 거래
TXN0000003322,2025-02-16,급여,(유) 하나,4366656,퇴직금 지급,하예준,최상호,0,
TXN0000007362,2025-01-11,매출,(유) 나루유니온신문,6795988,수수료 수입,이지연,홍정식,0,
TXN0000008965,2025-04-05,여비교통비,유한회사 마음,171845,출장비,송수빈,박현지,0,
TXN0000008315,2025-05-05,급여,주식회사 네오,4036007,상여금 지급,최성현,강옥자,0,
TXN0000008845,2025-05-01,임차료,유한회사 스타,541370,사무실 임차료,이상현,안상훈,0,
TXN0000000715,2025-11-26,접대비,유한회사 발해,273702,선물비,이건우,최민준,0,
TXN0000006441,2025-03-08,임차료,(주) 이노출판,968607,창고 임차료,김경수,강상철,0,
TXN0000000881,2025-01-08,임차료,유한회사 나루,1340224,창고 임차료,박서현,김하윤,0,
TXN0000005015,2025-06-23,현금,유한회사 조선,2068787,소액 경비,홍재현,최민서,0,
TXN0000002010,2025-08-23,임차료,(주) 가온,1620122,창고 임차료,이옥순,이현지,0,
TXN0000007115,2025-04-03,매입,유한회사 코리아연구소,4894533,상품 매입,홍정희,김상호,0,
TXN0000005298,2025-12-21,여비교통비,(유) 고구려,76753,숙박비,황현지,김지후,0,
TXN0000003644,2025-10-14,급여,유한회사 조선시스템즈,3669258,퇴직금 지급,황수민,박성수,0,
TXN0000006895,2025-05-17,매출,주식회사 첨단엔지니어링,7382612,수수료 수입,안병철,김영길,0,
TXN0000003628,2025-03-28,현금,유한회사 제나,2564170,현금 출금,김서현,윤민지,0,
TXN0000008283,2025-03-13,접대비,주식회사 마음한가람유통,335230,선물비,곽옥자,이현주,0,
TXN0000000279,2025-03-14,현금,주식회사 윈드,3524097,현금 출금,안서윤,엄지후,0,
TXN0000007694,2025-05-29,임차료,주식회사 한가람출판,2633268,사무실 임차료,김영희,장옥순,0,
TXN0000006194,2025-03-10,현금,(유) 씨앤씨,3793667,소액 경비,이예원,이예원,0,
TXN0000002669,2025-08-05,임차료,(주) 중앙센터,1513871,사무실 임차료,김지영,박지민,0,
TXN0000000094,2025-09-14,매입,(유) 유니온은행,2588061,소모품 구매,홍은경,김예원,0,
TXN0000006253,2025-09-05,현금,주식회사 가람종합신문,1141782,현금 출금,황옥순,김아름,0,
TXN0000004353,2025-03-04,임차료,유한회사 마음,2148630,사무실 임차료,이선영,양지후,0,
ANO0000000675,2025-04-19,현금,유한회사 글로벌첨단그룹,219045,긴급 지출,허광수,오시우,1,주말 거래
TXN0000002364,2025-11-20,매입,주식회사 코어비전전자,2658211,소모품 구매,장우진,이서윤,0,
